시구,설치장소,주소,급속충전기(대),완속충전기(대)
전체,브라운스톤일산,경기도 고양시 일산동구 백석동 호수로 336,1 ,3 
전체,사리현동문3단지아파트,경기도 고양시 일산동구 사리현동 공릉천로 66,0 ,1 
전체,숲속마을2단지,경기도 고양시 일산동구 풍동 숲속마을1로 55,0 ,5 
전체,숲속마을6단지 두산위브,경기도 고양시 일산동구 풍동 숲속마을로 68,1 ,3 
전체,식사동 일산자이2단지 아파트,경기도 고양시 일산동구 식사동 350,2 ,5 
전체,양지마을 5단지 건영빌라,경기도 고양시 일산동구 정발산동 대산로 30,0 ,3 
전체,위시티 일산자이1단지 아파트,경기도 고양시 일산동구 식사동 1487,1 ,4 
전체,위시티 일산자이1단지 아파트(추가),경기도 고양시 일산동구 식사동 1487,0 ,5 
전체,위시티블루밍5단지,경기도 고양시 일산동구 식사동 위시티1로 7,1 ,3 
전체,위시티블루밍5단지(추가),경기도 고양시 일산동구 식사동 1565,0 ,4 
전체,정발마을1단지건영빌라,경기도 고양시 일산동구 마두동 산두로 88,0 ,2 
전체,정발마을2단지건영빌라,경기도 고양시 일산동구 마두동 산두로 72,0 ,2 
전체,중산마을1단지두산 아파트,경기도 고양시 일산동구 중산동 고봉로 424,1 ,3 
전체,풍동성원1차아파트,경기도 고양시 일산동구 풍동 고풍로 44-25,1 ,3 
전체,풍동성원2차아파트,경기도 고양시 일산동구 풍동 고풍로 44-46,0 ,2 
전체,풍동쌍용 아파트,경기도 고양시 일산동구 풍동 애니골길 7-27,0 ,2 
전체,홈플러스 고양터미널점,경기도 고양시 일산동구 중앙로 1036,1 ,0 
전체,가좌마을1단지 양우아파트,경기도 고양시 일산서구 가좌동 가좌4로 29,1 ,2 
전체,가좌마을7단지꿈에그린한화 아파트,경기도 고양시 일산서구 가좌동 송포로 207,1 ,2 
전체,가좌벽산블루밍5단지 아파트,경기도 고양시 일산서구 가좌동 1090,1 ,3 
전체,강선동신 아파트,경기도 고양시 일산서구 주엽동 46번지,1 ,1 
전체,고양종합운동장,경기도 고양시 일산서구 대화동 2320,1 ,0 
전체,고양체육관,"경기도 고양시 일산서구 중앙로 1601 (대화동, 고양체육관)",2 ,0 
전체,동양라파크 아파트,경기도 고양시 일산서구 덕이동 탄중로 101,0 ,2 
전체,산들5단지동문 아파트,경기도 고양시 일산서구 일산동 일중로 30,1 ,3 
전체,성저마을4단지삼익 아파트,경기도 고양시 일산서구 대화동 대산로 263,1 ,2 
전체,아쿠아플라넷,경기도 고양시 일산서구 대화동 2606-1,2 ,0 
전체,일산 두산위브더제니스,경기도 고양시 일산서구 탄현동 일현로 97-11,2 ,6 
전체,일산 두산위브더제니스(추가),경기도 고양시 일산서구 탄현동 1640,0 ,7 
전체,일산3차현대홈타운,경기도 고양시 일산서구 일산동 일청로 45,1 ,2 
전체,일산아이파크1단지아파트,경기도 고양시 일산서구 덕이동 1524,0 ,1 
전체,일산에듀포레푸르지오아파트,경기도 고양시 일산서구 탄현동 1650,0 ,5 
전체,일산임광진흥 아파트,경기도 고양시 일산서구 탄현동 탄현로 133,1 ,3 
전체,일산탄현신원1차 아파트,경기도 고양시 일산서구 일산동 일현로 8,0 ,2 
전체,일산탄현신원2차 아파트,경기도 고양시 일산서구 일산동 원일로 3,0 ,2 
전체,일산파밀리에2단지아파트,경기도 고양시 일산서구 덕이동 하이파크3로 111,1 ,4 
전체,일산파밀리에3단지,경기도 고양시 일산서구 덕이동 하이파크2로59번길 7,1 ,2 
전체,일산파밀리에4단지,경기도 고양시 일산서구 덕이동 하이파크3로 61,2 ,5 
전체,일산푸르지오,경기도 고양시 일산서구 일산동 1945-1,1 ,0 
전체,탄현동성 아파트,경기도 고양시 일산서구 탄현동 일현로 128,1 ,1 
전체,탄현마을6단지현대한신 아파트,경기도 고양시 일산서구 탄현동 현중로 64,1 ,2 
전체,탄현역 환승공영주차장,경기도 고양시 일산서구 일현로 97-27,1 ,0 
전체,한국건설기술연구원,경기도 고양시 일산서구 고양대로 315,1 ,3 
전체,후곡14단지청구 아파트,경기도 고양시 일산서구 일산동 강선로 164,1 ,2 
전체,후곡17단지태영아파트,경기도 고양시 일산서구 일산동 강선로 142,1 ,2 
전체,후곡18단지현대 아파트,경기도 고양시 일산서구 일산동 일산로 487,1 ,3 
전체,후곡4단지,경기도 고양시 일산서구 일산동 1066,1 ,3 
전체,후곡9단지LG롯데 아파트,경기도 고양시 일산서구 일산동 후곡로 10,1 ,1 
전체,고창 한국농어촌공사 충전소,전라북도 고창군 고창읍 덕산리 192-50,2 ,0 
전체,고창공용터미널 공용주차장,전라북도 고창군 고창읍 읍내리 629,1 ,0 
전체,고창시험센터,전라북도 고창군 상하면 용정리,0 ,1 
전체,고창지사,전라북도 고창군 고창읍 덕산리 189-6,1 ,3 
전체,군청 제2주차장 전기차 충전소,전라북도 고창군 고창읍 읍내리 198-3,1 ,0 
전체,고흥지사,전라남도 고흥군 고흥읍 남계리 226,2 ,4 
전체,곡성지사,전라남도 곡성군 곡성읍 읍내리 792-21,2 ,0 
전체,곡성지사,전라남도 곡성군 곡성읍 읍내리 792-21,0 ,2 
전체,공주경찰서,충청남도 공주시 웅진동 242-12,2 ,0 
전체,공주대학교(정문),충청남도 공주시 신관동 182,2 ,0 
전체,공주대학교(후문),충청남도 공주시 신관동 182,1 ,0 
전체,공주박물관,충청남도 공주시 웅진동 360,2 ,0 
전체,공주월송흥화하브아파트,충청남도 공주시 금흥동 628,0 ,1 
전체,공주의료원,충청남도 공주시 웅진동 266,2 ,0 
전체,공주지사,충청남도 공주시 우금티로 772,1 ,4 
전체,덕성공원빌리지,충청남도 공주시 산성동 남문길 13,0 ,2 
전체,마곡사 주차장,충청남도 공주시 사곡면 운암리 731-2,1 ,0 
전체,신관동공영주차타워,충청남도 공주시 신관동 639-3,1 ,0 
전체,유구농협하나로타운,충청남도 공주시 유구읍 석남리 297,1 ,0 
전체,중동공영주차타워,충청남도 공주시 중동 63,1 ,0 
전체,과천래미안센트럴스위트,경기도 과천시 별양동 별양로 163,0 ,7 
전체,관악구 종합체육센타,서울특별시 관악구 봉천동 225,1 ,0 
전체,관악구 평생학습관,서울특별시 관악구 신림동 1577-4,1 ,0 
전체,관악동부센트레빌 아파트,서울특별시 관악구 봉천동 은천로33길 5,1 ,1 
전체,관악동작 견인차량 보관소,서울특별시 관악구 신사로 7,1 ,0 
전체,관악벽산블루밍,서울특별시 관악구 봉천동 은천로 93,2 ,0 
전체,대우신림2차푸르지오,서울특별시 관악구 신림동 난곡로 66,1 ,0 
전체,보라매삼성 아파트,서울특별시 관악구 봉천동 보라매로 62,1 ,2 
전체,봉천건영6차아파트,서울특별시 관악구 봉천동 1701,0 ,1 
전체,서울대입구아이원,서울특별시 관악구 봉천동 청룡길 78,1 ,1 
전체,신동아 아파트,서울특별시 관악구 신림동 신림로 11길 151,0 ,1 
전체,신림 주공2단지,서울특별시 관악구 신림동 광신길 86,0 ,3 
전체,신림동부센트레빌,서울특별시 관악구 신림동 미성3길 16,0 ,2 
전체,신림서초 아파트,서울특별시 관악구 신림동 호암로16길 5,0 ,2 
전체,신림쌍용 아파트,서울특별시 관악구 신림동 미성길 122,1 ,2 
전체,은천2단지 아파트,서울특별시 관악구 봉천동 인헌12길 46-1,1 ,1 
전체,청광 아파트,서울특별시 관악구 신림로3가길 45-24,0 ,1 
전체,e편한세상센트레빌 1단지,경기도 광명시 하안동 오리로 801,1 ,3 
전체,e편한세상센트레빌 3단지,경기도 광명시 하안동 오리로 801,1 ,3 
전체,e편한세상센트레빌2단지,경기도 광명시 하안동 오리로 801,1 ,3 
전체,광명지사,경기도 광명시 철산로 3-13,0 ,1 
전체,광명지사(공용),경기도 광명시 철산로 3-13,1 ,1 
전체,소하도서관,경기도 광명시 소하동 1331,1 ,0 
전체,신촌휴먼시아1단지아파트,경기도 광명시 소하동 신촌로 49,1 ,3 
전체,하안도서관,경기도 광명시 하안동 683,1 ,0 
전체,EG스위트밸리3차 아파트,광주광역시 광산구 소촌동 232-6,1 ,2 
전체,광산지사,광주광역시 광산구 소촌동 654,2 ,5 
전체,광주공항,광주광역시 null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null null,1 ,0 
전체,광주도시철도공사,광주광역시 광산구 월전동 39-49,2 ,0 
전체,광주송정역모아엘가아파트,광주광역시 광산구 송정동 1516,0 ,3 
전체,광주유통센터,광주광역시 광산구 신가동 1052,1 ,0 
전체,도산동 행복나루 노인복지관,광주광역시 광산구 도산동 925-1,1 ,0 
전체,도산버스차고지,광주광역시 광산구 도산동 1196-10,4 ,0 
전체,블루핸즈 빛고을현대서비스,광주광역시 광산구 신창동 10-93,1 ,0 
전체,비아동 주민센터,광주광역시 광산구 비아동 105,1 ,0 
전체,선운다사로움,광주광역시 광산구 선암동 586,0 ,3 
전체,선운이지더원1단지,광주광역시 광산구 선암동 582,0 ,3 
전체,선운이지더원3단지,광주광역시 광산구 선암동 549,1 ,2 
전체,수안채리치아파트,광주광역시 광산구 수완동 949,0 ,2 
전체,수완 우미린 1차아파트,광주광역시 광산구 수완동 1488,0 ,2 
전체,수완2차호반베르디움,광주광역시 광산구 장덕동 1043,1 ,0 
전체,수완6차대방노블랜드아파트,광주광역시 광산구 수완동 926,1 ,0 
전체,수완골드클래스1차아파트,광주광역시 광산구 장덕동 1046,1 ,3 
전체,수완대방노블랜드3차아파트,광주광역시 광산구 장덕동 1693,1 ,2 
전체,수완동 행정복지센터,광주광역시 광산구 수완동 936,1 ,0 
전체,수완모아엘가 아파트,광주광역시 광산구 수완동 1486,0 ,2 
전체,수완산이고운더테라스,광주광역시 광산구 수완동 1853,0 ,1 
전체,수완진아리채2차아파트,광주광역시 광산구 수완동 916,0 ,2 
전체,수완현진에버빌2단지,광주광역시 광산구 장덕동 1593,0 ,6 
전체,신창동 행정복지센터,광주광역시 광산구 신창동 1171-3,1 ,0 
전체,신창동 호반6차아파트,광주광역시 광산구 신창동 1050-4,1 ,0 
전체,신창동대광로제비앙,광주광역시 광산구 신창동 1285,1 ,0 
전체,신촌대주파크빌 아파트,광주광역시 광산구 신촌동 826-1,1 ,0 
전체,쌍암중흥s클래스리버시티,광주광역시 광산구 쌍암동 694-59,1 ,2 
전체,우산국제미소래아파트,광주광역시 광산구 우산동 1620,0 ,2 
전체,우산동 행정복지센터,광주광역시 광산구 우산동 1601-7,1 ,0 
전체,운남동 행정복지센터,광주광역시 광산구 운남동 387-58,1 ,0 
전체,월곡 한성2차,광주광역시 광산구 월곡동 614-2,0 ,1 
전체,월곡2동 행정복지센터,광주광역시 광산구 월곡동 490-7,1 ,0 
전체,첨단3-2차호반리젠시빌,광주광역시 광산구 산월동 884-1,1 ,0 
전체,첨단3-3차호반리젠시빌아파트,광주광역시 광산구 산월동 884-2,0 ,3 
전체,첨단부영2차 아파트,광주광역시 광산구 산월동 885-1,1 ,0 
전체,첨단부영e그린타운1차 아파트,광주광역시 광산구 산월동 885-3,1 ,2 
전체,첨단우미1차아파트,광주광역시 광산구 월계동 759-1,0 ,1 
전체,하남2지구 중흥S-클래스,광주광역시 광산구 산정동 1060,1 ,2 
전체,하남3모아엘가더퍼스트,광주광역시 광산구 하남동 971,0 ,5 
전체,하남우미 아파트,광주광역시 광산구 우산동 1572-2,1 ,1 
전체,홈플러스 광주하남점,광주광역시 광산구 하남동 831,1 ,0 
전체,광양송보파인빌7차 아파트,전라남도 광양시 광양읍 용강리 907,1 ,2 
전체,광양읍 목성 주공아파트,전라남도 광양시 광양읍 목성리 976-4,0 ,2 
전체,광양중마호반리젠시빌,전라남도 광양시 중동 1655,1 ,3 
전체,광양지사,전라남도 광양시 중동 1361-3,1 ,2 
전체,광영 근린공원,전라남도 광양시 광영동 산 41-3,2 ,0 
전체,남해오네뜨 아파트,전라남도 광양시 광양읍 용강리 919,1 ,3 
전체,마동근린체육공원,전라남도 광양시 마동 700-10,2 ,0 
전체,성호2-1차 아파트,전라남도 광양시 중동 1665,2 ,0 
전체,송보파인빌6차,전라남도 광양시 마동 1031,1 ,0 
전체,태영1차,전라남도 광양시 중동 1681,1 ,0 
전체,태영2차 아파트,전라남도 광양시 중동 1682,1 ,0 
전체,홈플러스 광양점,전라남도 광양시 중동 1811-1,1 ,0 
전체,e편한세상광주역3단지,경기도 광주시 역동 245,1 ,1 
전체,경안대우아파트,경기도 광주시 경안동 157-2,1 ,1 
전체,곤지암 공영주차장,경기도 광주시 곤지암읍 곤지암리 555,2 ,0 
전체,광주브라운스톤아파트,경기도 광주시 송정동 560,0 ,4 
전체,광주시 전기버스 충전소,경기도 광주시 장지동 307,7 ,0 
전체,광주시 차량등록사업소,경기도 광주시 장지동 214-7,1 ,0 
전체,광주시청 공용전기차충전소,경기도 광주시 송정동 570,2 ,0 
전체,광주지사,경기도 광주시 송정동 302-9,0 ,2 
전체,광주지사 전기차충전소,경기도 광주시 역동 27-32,1 ,0 
전체,광주하남 교육지원청,경기도 광주시 송정동 240-1,1 ,0 
전체,낙원포레시티,경기도 광주시 송정동 350-147,0 ,1 
전체,더베일리하우스,경기도 광주시 오포읍 신현리 825-17,0 ,1 
전체,동광모닝스카이아파트,경기도 광주시 초월읍 쌍동리 392,1 ,1 
전체,송정동대주파크빌아파트,경기도 광주시 송정동 367-7,0 ,1 
전체,쌍령2차현대모닝사이드,경기도 광주시 쌍령동 360-1,1 ,1 
전체,양벌리우림아파트,경기도 광주시 오포읍 양벌리 359,1 ,0 
전체,오포금강KCC,경기도 광주시 오포읍 능평리 914,0 ,1 
전체,이편한세상태재2단지,경기도 광주시 오포읍 신현리 1237,0 ,1 
전체,장지벽산블루밍아파트,경기도 광주시 장지동 756,1 ,2 
전체,장지벽산블루밍아파트2단지,경기도 광주시 장지동 757,1 ,2 
전체,장지현대아파트,경기도 광주시 장지동 692-61,1 ,2 
전체,코아루햇빛마을아파트,경기도 광주시 초월읍 산이리 18-1,0 ,3 
전체,강변테크노마트 주차장,서울특별시 광진구 구의동 546-4,5 ,1 
전체,광장힐스테이트 아파트,서울특별시 광진구 광장동 아차산로 537-17,1 ,2 
전체,광진구청 주차장,서울특별시 광진구 자양로 117,1 ,0 
